2023-06-25 15:04:05,039 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-06-25 15:04:05,057 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-06-25 15:04:05,057 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-06-25 15:04:05,058 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-06-25 15:04:05,059 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-06-25 15:04:05,059 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-06-25 15:04:05,060 INFO  SwAddin.cs: 201 - Setting up command manager
2023-06-25 15:04:05,061 INFO  SwAddin.cs: 204 - Adding command manager
2023-06-25 15:04:05,062 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-06-25 15:04:05,063 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-06-25 15:04:05,064 INFO  SwAddin.cs: 210 - Adding event handlers
2023-06-25 15:04:05,066 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-06-25 15:32:12,141 INFO  SwAddin.cs: 294 - Assembly export called for file FOLA-BN2001-RBS
2023-06-25 15:32:13,683 INFO  SwAddin.cs: 313 - Saving assembly
2023-06-25 15:32:25,306 INFO  SwAddin.cs: 316 - Opening property manager
2023-06-25 15:32:25,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FOLA-BN2001-RBS
2023-06-25 15:32:25,366 INFO  ExportHelperExtension.cs: 1136 - Found 27 in FOLA-BN2001-RBS
2023-06-25 15:32:25,367 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FOLA-BN2001-RBS
2023-06-25 15:32:25,368 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-25 15:32:25,386 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-06-25 15:32:25,395 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FOLA-BN2001-RBS.step-1
2023-06-25 15:32:25,396 INFO  ExportHelperExtension.cs: 1136 - Found 149 in FOLA-BN2001-RBS.step-1
2023-06-25 15:32:25,398 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in FOLA-BN2001-RBS.step-1
2023-06-25 15:32:25,398 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:32:25,409 INFO  ExportHelperExtension.cs: 1136 - Found 4420 in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:32:25,423 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:32:25,423 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FOLA-BN2001-RBS
2023-06-25 15:32:25,424 INFO  ExportHelperExtension.cs: 1136 - Found 27 in FOLA-BN2001-RBS
2023-06-25 15:32:25,424 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in FOLA-BN2001-RBS
2023-06-25 15:32:25,424 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-25 15:32:25,424 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-06-25 15:32:25,425 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FOLA-BN2001-RBS.step-1
2023-06-25 15:32:25,425 INFO  ExportHelperExtension.cs: 1136 - Found 149 in FOLA-BN2001-RBS.step-1
2023-06-25 15:32:25,426 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in FOLA-BN2001-RBS.step-1
2023-06-25 15:32:25,426 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:32:25,431 INFO  ExportHelperExtension.cs: 1136 - Found 4420 in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:32:25,443 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:32:26,172 INFO  SwAddin.cs: 339 - Loading config tree
2023-06-25 15:32:26,178 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-06-25 15:32:26,193 INFO  SwAddin.cs: 344 - Showing property manager
2023-06-25 15:32:41,374 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-06-25 15:32:55,704 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-06-25 15:33:05,223 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FOLA-BN2001-RBS
2023-06-25 15:33:05,228 INFO  ExportHelperExtension.cs: 1136 - Found 28 in FOLA-BN2001-RBS
2023-06-25 15:33:05,228 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in FOLA-BN2001-RBS
2023-06-25 15:33:05,228 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-25 15:33:05,229 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-06-25 15:33:05,229 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from FOLA-BN2001-RBS.step-1
2023-06-25 15:33:05,230 INFO  ExportHelperExtension.cs: 1136 - Found 149 in FOLA-BN2001-RBS.step-1
2023-06-25 15:33:05,231 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in FOLA-BN2001-RBS.step-1
2023-06-25 15:33:05,231 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:33:05,241 INFO  ExportHelperExtension.cs: 1136 - Found 4420 in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:33:05,254 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:33:05,254 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FOLA-BN2001-RBS
2023-06-25 15:33:05,255 INFO  ExportHelperExtension.cs: 1136 - Found 28 in FOLA-BN2001-RBS
2023-06-25 15:33:05,256 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in FOLA-BN2001-RBS
2023-06-25 15:33:05,256 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-25 15:33:05,256 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2023-06-25 15:33:05,257 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from FOLA-BN2001-RBS.step-1
2023-06-25 15:33:05,257 INFO  ExportHelperExtension.cs: 1136 - Found 149 in FOLA-BN2001-RBS.step-1
2023-06-25 15:33:05,258 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in FOLA-BN2001-RBS.step-1
2023-06-25 15:33:05,258 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:33:05,263 INFO  ExportHelperExtension.cs: 1136 - Found 4420 in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:33:05,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 零件233^FOLA-BN2001-RBS-1
2023-06-25 15:33:05,318 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-06-25 15:33:10,047 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-06-25 15:33:10,052 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
